ProjectDWID,ProjectID,ProjectName,ProgramGroup,StartDate,ProjectedCompletionDate,Counted Rental Units,Counted Homeownership Units,All Counted Units,TotalProjectUnits,CommercialSquareFootage,BorrowerLegalEntityName,GeneralContractorName,IsDavisBacon,IsSection220NYSLaborLaw
42509,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,12/03/2019,,0,55,55,55,2441,LENOX AVENUE DEVELOPER LLC,Avante Contracting Corp.,No,No
42507,61841,WSFSSH.570 EAST 137TH STREET.MILLBROOK TERRACE,Multifamily Finance Program,06/29/2017,12/30/2019,159,0,159,159,0,MILL BROOK TERRACE L.P.,PROCIDA-BUTZ,Yes,No
42508,61842,BFC. 118 ST EDWARDS STREET. INGERSOLL SENIOR RESIDENCES,Multifamily Finance Program,06/28/2017,01/27/2020,146,0,146,146,0,INGERSOLL SENIOR PARTNERS LLC,INGERSOLL BUILDERS LLC,Yes,No
42514,61847,KINGSBRIDGEARMSINC.HRP.FY17,Multifamily Finance Program,06/28/2017,,0,104,104,104,0,KINGSBRIDGE ARMS INC.,ROMO CONSTRUCTION CORP.,No,No
42515,61848,HIGHLAWN TERRACE INC. (LOAN II),Multifamily Finance Program,06/29/2017,06/24/2019,0,125,125,125,0,HIGHLAWN TERRACE INC,XINOS CONSTRUCTION CORP,No,No
42516,61849,TRACEY TOWERS.HRP.FY18,Multifamily Finance Program,12/20/2017,08/14/2019,871,0,871,871,600,TRACEY TOWER ASSOCIATES,BP ELEVATOR CO,No,No
42557,61875,1199 HOUSING CORP.PLP.FY19,Multifamily Finance Program,06/28/2019,,0,1594,1594,1594,41031,1199 HOUSING CORPORATION,SKYLINE RESTORATION INC.,No,No
42556,61877,464-68 W 51 ST HDFC.GHPP.FY19,Multifamily Finance Program,01/23/2019,,0,11,11,11,1616,464-68 W 51ST HDFC,Heat Inc,No,No
42579,61903,1193 FULTON AVENUE,Small Homes Program,07/27/2017,05/29/2020,25,0,25,25,0,1193 FULTON RESIDENCE LLC,APEX BUILDING COMPANY INC.,No,No
42592,61931,HUNTERS POINT SOUTH PARCEL C -NORTH TOWER,Multifamily Finance Program,12/26/2018,11/29/2021,535,0,535,800,8071,52-03 CENTER LLC,52-03 CENTER GC LLC,No,No
42632,61967,ACACIA. 128 EAST 112TH ST. VIRGINIA HOUSE,Multifamily Finance Program,12/05/2018,,57,0,57,57,0,VIRGINIA HOUSE RESIDENCES LLC,A. ALEEM CONSTRUCTION INC.,Yes,No
20367,62039,Webster Commons Building E,Multifamily Finance Program,12/19/2013,10/10/2017,0,0,80,80,0,Webster Building E Realty LLC,JOY CONSTRUCTION CORPORATION,No,No
42752,62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,Multifamily Finance Program,12/05/2019,,5,13,18,18,2736,PUTNAM CLUSTER HDFC,NOTIAS CONSTRUCTION INC,No,No
42802,62102,VAN DYKE III,Multifamily Finance Program,12/26/2018,06/28/2021,180,0,180,180,0,TRINITY NORTHEAST BROOKLYN LIMITED PARTNERSHIP,MEGA CONTRACTING GROUP LLC,No,No
42810,62108,ESSEX CROSSING - SITE 3,Multifamily Finance Program,04/12/2018,12/06/2021,0,0,,83,199657,SITE 3 DSA OWNER LLC,TRITON CONSTRUCTION COMPANY LLC,No,No
42809,62109,CATON FLATS,Multifamily Finance Program,12/26/2018,,255,0,255,255,10914,BRP CATON FLATS LLC,LETTIRE CONSTRUCTION CORP.,No,No
46330,62159,WSFSSH. 340 WEST 85TH ST. THREE ARTS CLUB,Multifamily Finance Program,05/09/2017,,0,0,0,125,0,BRANDON HOUSING DEVELOPMENT FUND INC.,NO GENERAL CONTRACTOR,No,No
46350,62163,AMELIA VALENTI.HRP.FY18,Multifamily Finance Program,05/10/2018,,6,0,6,6,0,AMELIA VALENTI,R&S CONSTRUCTION CORP,No,No
46433,62193,ATLANTIC CHESTNUT - LOT 1,Multifamily Finance Program,06/25/2021,,403,0,403,403,14699,"ATLANTIC CHESTNUT 1 ASSOCIATES, L.P.","MONADNOCK CONSTRUCTION, INC.",No,No
46432,62194,ATLANTIC CHESTNUT - LOT 2,Multifamily Finance Program,12/15/2022,,436,0,436,436,0,ATLANTIC CHESTNUT II ASSOCIATES LIHTC LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
46475,62203,CCM. 404 SNEDIKER AVE. BEVERLY'S PLACE,Multifamily Finance Program,11/20/2017,01/17/2020,72,0,72,72,0,"BEVERLY'S PLACE, L.P",CHEEVER DEVELOPMENT CORP,No,No
46472,62204,256 MARTENSE STREET.GHPP.FY18,Multifamily Finance Program,08/03/2017,05/31/2019,6,0,6,6,0,THELMA JEAN MCINTOSH,"PROJECT EYE CONSULTANTS, INC.",No,No
46469,62208,1906-08AMETHYSTCONSTRUCTIONCORP.HRP.FY18,Multifamily Finance Program,05/10/2018,,11,0,11,11,0,1906-08 AMETHYST CONST CORP,R&S CONSTRUCTION CORP,No,No
46476,62209,ADEE TOWER APARTMENTS INC.HRP.FY18,Multifamily Finance Program,06/11/2018,08/20/2020,0,292,292,292,0,"ADEE TOWER APARTMENTS, INC.",SKYLINE RESTORATION INC.,No,No
46473,62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,Multifamily Finance Program,06/21/2018,,0,216,216,216,0,CEDAR MANOR MUTUAL HOUSING CORPORATION,FUTURA BUILDERS GROUP INC,No,No
46474,62211,THE GRAND,Multifamily Finance Program,09/28/2017,07/20/2022,138,0,138,138,0,NIXON PEABODY,"M. Melnick & Co., Inc.",No,No
46677,62227,LAMBERT HOUSES BUILDING 3A,Multifamily Finance Program,06/28/2017,,163,0,163,163,0,988 EAST 180 STREET LIHTC ASSOCIATES LLC,MONADNOCK CONSTRUCTION INC,No,No
46684,62229,LAMBERT REDEVELOPMENT-BUILDING 5AB,Multifamily Finance Program,12/22/2021,,279,0,279,279,0,"2080 BOSTON ROAD ASSOCIATES II, LLC","MONADNOCK CONSTRUCTION, INC.",No,No
46703,62241,PARK AND ELTON APARTMENTS,Small Homes Program,12/14/2018,08/30/2021,38,0,38,38,0,HIRSCHEN SINGER & EPSTEIN LLP,DP GROUP GENERAL CONTRACTORS,No,No
46917,62289,CAMBA. 210-214 HEGEMAN AVE,Multifamily Finance Program,01/22/2018,09/30/2020,71,0,71,71,0,CHV 210-214 HEGEMAN AVENUE LP,Galaxy,No,No
46966,62299,DUNN. 82-41 PARSONS BLVD. T BUILDING,Multifamily Finance Program,06/28/2019,12/17/2021,200,0,200,200,0,T BUILDING LLC,MEGA CONTRACTING GROUP LLC,No,No
46980,62962,CRESTON PARKVIEW,Multifamily Finance Program,12/28/2017,02/28/2020,189,0,189,189,0,CRESTON PARKVIEW LLC,"REAL BUILDERS, INC",No,No
47085,63014,1325 SOUTHERN BOULEVARD,Small Homes Program,01/18/2018,,31,0,31,31,4939,1319-25 SOUTHERN BOULEVARD LLC,BAEZ HUGHES DEVELOPMENT,No,No
47101,63026,LOS SURES. 11-23 MONTIETH ST. RHEINGOLD,Multifamily Finance Program,09/29/2021,,94,0,94,94,0,RHEINGOLD OWNER LP,J. Pilla Contracting,Yes,No
47134,63036,MHANY. 1921 CORTELYOU ROAD,Multifamily Finance Program,06/13/2018,12/18/2020,76,0,76,76,0,MHANY CORTELYOU LLC,MEGA CONTRACTING GROUP LLC,No,No
47237,63122,VOA. 112 EAST CLARKE PLACE,Multifamily Finance Program,06/28/2018,04/02/2021,122,0,122,122,0,112 CLARKE PLACE L.P.,PROCIDA-BUTZ,Yes,No
47332,63151,SPOFFORD DETENTION CENTER PHASE 1,Multifamily Finance Program,06/27/2019,,183,0,183,183,4723,PENINSULA BUILDING 1B LLC,HUNTS POINT BUILDERS LLC,No,No
47331,63154,RIVERWALK 8,Multifamily Finance Program,12/18/2018,07/14/2021,341,0,341,341,0,"RIVERWALK 8, LLC",MONADNOCK CONSTRUCTION,No,No
47351,63172,1618 FULTON STREET,Multifamily Finance Program,06/22/2018,,103,0,103,103,13930,16 FULTON PARTNERS LLC,FULTON STREET BUILDERS LLC,No,No
48235,63209,HUNTERS POINT SOUTH PARCEL C -SOUTH TOWER,Multifamily Finance Program,12/26/2018,04/21/2021,186,0,186,394,854,52-41 CENTER LLC,52-41 CENTER GC LLC,No,No
48256,63221,"THEHUTCHINSONPARKWAYAPARTMENTS,INC.HRP.FY17",Multifamily Finance Program,06/30/2017,,2,157,159,159,0,"HUTCHINSON PARKWAY APARTMENTS, INC.","DJM NYC, LLC",No,No
48352,63252,37 AVENUE B HDFC.HRP.FY19,Multifamily Finance Program,06/13/2019,03/18/2021,6,0,6,6,4107,37 AVENUE B HOUSING DEVELOPMENT FUND CORPORATION,EMPIREHD,No,No
48353,63260,ENNIS FRANCIS III B1,Multifamily Finance Program,12/20/2022,,169,0,169,169,0,CARTHAGE AFFORDABLE 124TH L.P.,ARDSLEY,No,No
48487,63289,ARKER. 888 FOUNTAIN AVE. BUILDING B1,Multifamily Finance Program,11/02/2017,11/19/2020,200,0,200,200,17805,FOUNTAIN SEAVIEW B1 LIMITED PARTNERSHIP,"CHATEAU GC, LLC",Yes,No
48501,63326,469 TOMPKINS AVE.GHPP.FY20,Multifamily Finance Program,02/11/2020,,6,0,6,6,1316,ANDREWLYN WINNINGHAM,Akhtar Construction Corp.,No,No
48553,63345,888 FOUNTAIN AVENUE BUILDING B3,Multifamily Finance Program,11/02/2017,12/11/2020,144,0,144,144,0,FOUNTAIN SEAVIEW B3 LIMITED,Chateau GC,No,No
48580,63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,Multifamily Finance Program,06/26/2018,12/29/2020,117,0,117,117,0,CUCS WEST 127TH STREET LLC,"BRUNO FRUSTACI CONTRACTING, INC",Yes,No
48658,63734,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,Multifamily Finance Program,10/18/2018,03/01/2021,89,0,89,89,0,BEL COMMUNITY HOUSING LLC,LEMLE & WOLFF CONSTRUCTION CORP.,Yes,No
48714,63751,MOSHOLU GRAND,Multifamily Finance Program,06/22/2018,08/13/2020,152,0,152,152,0,MOSHOLU GRAND LLC,BE BRONX BUILDERS LLC,No,No
48753,63760,DANCE THEATRE OF HARLEM,Small Homes Program,06/30/2017,11/29/2019,39,0,39,39,0,BRP DTH DEVELOPMENT LLC,BRP Construction Group LLC,No,No
48750,63761,168TH STREET GARAGE,Multifamily Finance Program,06/29/2018,,387,0,387,387,68846,"ARCHER GREEN APARTMENTS, L.P.",LETTIRE CONSTRUCTION CORP.,No,No
48782,63763,CONEY ISLAND PHASE 1 (L&M),Multifamily Finance Program,06/29/2018,,446,0,446,446,17902,CONEY ISLAND ASSOCIATES PHASE 1 LLC,L&M GROUP BUILDERS LLC,No,No
48774,63764,CONEY ISLAND PHASE 2,Multifamily Finance Program,12/22/2021,,376,0,376,376,11210,CONEY ISLAND ASSOCIATES PHASE 2 LLC,CONEY ISLAND PHASE 2 BUILDERS,No,No
48777,63769,LINWOOD PARK APARTMENTS,Multifamily Finance Program,06/28/2018,11/10/2020,100,0,100,100,0,LINWOOD PARK ASSOCIATES LLC,L&M GROUP BUILDERS LLC,No,No
48789,63771,700 MANIDA STREET,Multifamily Finance Program,06/27/2018,06/29/2021,108,0,108,108,0,PE2 OWNER LLC,GALAXY GC GROUP LLC,No,No
48781,63772,BRONX POINT A,Multifamily Finance Program,12/29/2020,,542,0,542,542,14997,BRONX POINT OWNER LLC,Chatsworth Builders LLC,No,No
48770,63774,ST. FRANCIS,Multifamily Finance Program,06/24/2021,,116,0,116,116,10412,ST FRANCIS COMMONS LLC,"L. RISO & SONS CO., INC.",No,No
48779,63775,BEACH GREEN DUNES - PHASE 2,Multifamily Finance Program,12/15/2017,11/07/2019,127,0,127,127,2964,BGN II OWNERS LLC,L&M GROUP BUILDERS LLC,No,No
48769,63776,EBENEZER PLAZA PHASE II,Multifamily Finance Program,06/29/2022,,208,0,208,208,12524,EBENEZER PLAZA OWNER II LLC,PROCIDA CONSTRUCTION CORP.,No,No
48773,63777,APEX PLACE,Multifamily Finance Program,06/26/2019,,442,0,442,442,0,"APEX PLACE ASSOCIATES, L.P.",MONADNOCK CONSTRUCTION,No,No
48836,63799,VICTORY COMMONS,Multifamily Finance Program,08/11/2020,,95,0,95,95,0,VICTORY BAPTIST EQUITIES LLC,EXACT CONSTRUCTION MANAGEMENT GROUP,No,No
48835,63800,THE BRIDGE. 3500 PARK AVE,Multifamily Finance Program,05/17/2018,10/16/2020,115,0,115,115,0,3500 PARK APTS LP,MEGA CONTRACTING GROUP LLC,No,No
48860,63808,INDEPENDENCE HOUSE.PLP.FY18,Multifamily Finance Program,10/26/2017,,120,0,120,120,3167,IH ASSOCIATES LLC,FG-PH Corporation,Yes,No
49027,63877,TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E,Multifamily Finance Program,12/26/2018,12/18/2020,115,0,115,115,0,1490 SOUTHERN OWNER LLC,MONADNOCK CONSTRUCTION,Yes,No
49028,63880,PRC TIFFANY STREET,Multifamily Finance Program,06/25/2018,11/30/2020,161,0,161,161,0,PRC TIFFANY,LETTIRE CONSTRUCTION CORP.,No,No
49079,63886,MWBE SITE C - 1510-1524 BROADWAY,Multifamily Finance Program,06/21/2022,,108,0,108,108,9970,1510 BROADWAY LLC,GC MACQUESTEN CONSTRUCTION MANAGEMENT LLC,No,No
49111,63913,BEDFORD ARMS,Multifamily Finance Program,12/28/2017,03/25/2022,94,0,94,94,0,BEDFORD ARMS LLC,BEDFORD ARMS CONSTRUCTION L.L.C.,No,No
49137,63933,SUS. 461 ALABAMA AVENUE. MWBE SITE A.,Multifamily Finance Program,07/31/2020,10/28/2022,71,0,71,71,0,ALABAMA AVENUE APARTMENTS LLC,PENTA,No,No
49144,63941,HP DUNWELL HOUSING DEVELOPMENT FUND COMPANY.HUDMF.FY18,Multifamily Finance Program,01/22/2018,12/05/2019,183,0,183,183,0,DUNWELL NYAH III HOLDINGS LLC,AMK CONTRACTING CORP.,No,No
49168,63968,BALTON COMMONS,Small Homes Program,11/27/2019,04/21/2022,37,0,37,37,5411,BALTON COMMONS LLC,APEX BUILDING GROUP,No,No
49172,63974,SENDERO VERDE A,Multifamily Finance Program,06/24/2021,,348,0,348,348,6213,SV-A OWNERS LLC,L&M GROUP BUILDERS LLC,No,No
49204,64027,SENDERO VERDE B,Multifamily Finance Program,06/27/2019,,361,0,361,361,0,SV-B OWNERS LLC,L&M GROUP BUILDERS LLC,No,No
52807,64232,RADROC,Multifamily Finance Program,12/20/2019,,253,0,253,253,20077,RADROC LLC,"REAL BUILDERS, INC",No,No
52816,64252,LINDEN TERRACE BUILDING 1,Multifamily Finance Program,06/25/2018,,235,0,235,235,17333,LINDEN TERRACE I LLC,"REAL BUILDERS, INC",No,No
52909,64383,1921 ATLANTIC AVE,Multifamily Finance Program,08/19/2020,,235,0,235,236,14990,NIXON PEABODY,MONADNOCK CONSTRUCTION INC,No,No
52921,64390,COOPER SQUARE MHA - PHASE 1.GHPP.FY20,Multifamily Finance Program,03/31/2020,,35,292,327,327,8977,COOPER SQUARE MUTUAL HOUSING ASSOCIATION II HOUSING DEVELOPMENT FUND CORPORATION INC,HFH NYC GC LLC,No,No
52937,64399,CAROL GARDENS.PLP.FY2018,Multifamily Finance Program,11/21/2017,02/05/2021,314,0,314,314,0,CAROL GARDENS PRESERVATION LLC,MDG Design & Construction,Yes,No
52962,64406,1184 RIVER AVE,Multifamily Finance Program,06/27/2019,,250,0,250,250,21943,RIVER TERRACE I LLC,Joy Construction Corp.,No,No
52965,64415,SPRING CREEK PHASE 4C,Multifamily Finance Program,12/22/2022,,240,0,240,240,0,SPRING CREEK 4C OWNER LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
52976,64436,1755 WATSON AVENUE,Multifamily Finance Program,06/21/2018,,326,0,326,326,16507,1755 WATSON AVENUE LLC,Joy Construction Corp.,No,No
53004,64492,3377 WHITE PLAINS ROAD LLC.YR15.FY19,Multifamily Finance Program,12/27/2018,02/04/2021,72,0,72,72,0,3377 WHITE PLAINS ROAD LLC,NY LANDMARKS GENERAL CONSTRUCTION CORP.,No,No
53058,64543,LOWER EAST SIDE CLUSTER,Multifamily Finance Program,06/30/2021,,0,44,44,44,3038,LOWER EAST SIDE HOUSING DEVELOPMENT,A.A.D. CONSTRUCTION CORP.,No,No
53110,64608,142-150 SOUTH PORTLAND,Multifamily Finance Program,09/23/2021,,104,0,104,104,0,HANSON PLACE CHURCH SUPPORT CORPORATION,LETTIRE CONSTRUCTION CORP,No,No
53174,64671,683 THWAITES PLACE,Small Homes Program,12/11/2018,07/27/2022,36,0,36,36,5211,2241 WHITE PLAINS ROAD LLC,VOLMAR CONSTRUCTION,No,No
53182,64689,NME III,Multifamily Finance Program,12/22/2021,,0,52,52,52,0,Northern Manhattan Equities LLC,EXACT CONSTRUCTION MANAGEMENT GROUP,No,No
53250,64736,DOE. 3188 VILLA AVE,Multifamily Finance Program,10/30/2018,12/17/2020,68,0,68,68,0,VILLA HOUSE APARTMENTS LLC,MEGA CONTRACTING GROUP LLC,Yes,No
53259,64745,EAST VILLAGE HOMES - PHASE I,Small Homes Program,10/15/2019,,45,0,45,45,0,EAST VILLAGE HOMES OWNER LLC,A.A.D. CONSTRUCTION CORP,No,No
53267,64756,BANANA KELLY HDFC.GHPP.FY18,Multifamily Finance Program,01/19/2018,,21,0,21,21,0,BANANA KELLY HDFC,STARCO CONSTRUCTION CORP.,No,No
53307,64796,127 WEST 43 ST | WOODSTOCK,Multifamily Incentives Program,06/20/2018,,291,0,291,291,11240,WOODSTOCK HDFC FOR SENIOR CITIZENS INC,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
53360,64828,RB.598-604 E 40TH STREET.BETHANY HOUSES,Multifamily Finance Program,09/19/2022,,58,0,58,58,0,BETHANY MH LLC,"L.RISO & SONS CO., INC.",Yes,No
53356,64829,RB.63-85 E 233RD ST.WOODLAWN SENIOR HOUSES,Multifamily Finance Program,08/15/2019,08/31/2021,80,0,80,80,0,WOODLAWN SENIOR LIVING LLC,L. RISO & SONS,Yes,No
53499,64885,ROCKAWAY VILLAGE PHASE 1 (RITA STARK SITE),Multifamily Finance Program,06/27/2018,,457,0,457,457,91049,ROCKAWAY VILLAGE HOUSING DEVELOPMENT FUND CORPORATION,LETTIRE CONSTRUCTION CORP.,No,No
53500,64886,ROCKAWAY VILLAGE PHASE 3,Multifamily Finance Program,12/30/2020,,354,0,354,354,0,FRV PHASE 3 LIHTC LLC,LETTIRE CONSTRUCTION CORP,No,No
53627,65054,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),Multifamily Finance Program,12/21/2018,09/09/2021,515,0,515,515,9235,NCV HOPE LLC,DP GROUP GENERAL CONTRACTORS,No,No
53903,65205,ACMH.2053 RYER AVE,Multifamily Finance Program,06/04/2018,09/30/2020,86,0,86,86,0,RYER AVENUE APARTMENTS LLC,MEGA CONTRACTING GROUP LLC,No,No
53968,65210,VOA. 305 W. 97TH ST. ROSE HOUSE,Multifamily Finance Program,06/08/2018,,97,0,97,97,0,305 WEST 97TH ASSOCIATES LP,FG-PH Corporation,No,No
53960,65212,645 GATES AVENUE,Multifamily Finance Program,05/03/2019,09/20/2021,90,0,90,90,0,ASTRA AT GATES AVENUE LLC,Stateside Construction LLC,No,No
53962,65213,COMPASS 3,Multifamily Finance Program,12/28/2017,06/30/2021,366,0,366,366,3852,COMPASS JV THREE LLC,NO GENERAL CONTRACTOR,No,No
53967,65215,RIVER TERRACE.HRP.FY19,Multifamily Finance Program,05/16/2019,,0,431,431,431,0,"158TH ST. AND RIVERSIDE DRIVE HOUSING CO., INC",MILLENIUM RESTORATION CORP.,No,No
54026,65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,06/26/2018,,1210,0,1210,1210,5944,DIEGO BEEKMAN MHA HDFC,R&S CONSTRUCTION CORP,No,No
54307,65261,BETANCES (VI) FAMILY APARTMENTS,Multifamily Finance Program,09/24/2021,,101,0,101,101,10049,"BETANCES VI PARTNERS, LLC",LEMLE & WOLFF CONSTRUCTION CORP.,No,No
54302,65275,1025-1027 LEGGETT AVE HDFC.PLP.FY19,Multifamily Finance Program,06/17/2019,,0,48,48,48,3076,1025-1027 LEGGETT AVE HDFC,BUILDERS R US CONSTRUCTION CORPORATION,No,No
54362,65280,9 SHERMAN ASSOCIATES LLC.PLP.FY19,Multifamily Finance Program,05/22/2019,12/03/2021,92,0,92,92,3796,9 SHERMAN ASSOCIATES LLC,Lemle & Wolff Construction Corp,No,No
54381,65291,BEDFORD UNION ARMORY,Multifamily Finance Program,01/31/2019,,251,0,251,415,0,BEDFORD COURTS III LLC,ARMORY BUILDER II LLC,No,No
54374,65298,1675 WESTCHESTER,Multifamily Finance Program,04/25/2019,,249,0,249,249,11916,1675 WESTCHESTER AVENUE ASSOCIATES LLC,MONADNOCK CONSTRUCTION,No,No
54373,65303,PENINSULA A1,Multifamily Finance Program,12/16/2021,,194,0,194,194,21690,EC A1 LIMITED PARTNERSHIP,"CHATEAU GC, LLC",No,No
54383,65304,LINDEN TERRACE BUILDING 2,Multifamily Finance Program,12/17/2020,,160,0,160,160,0,LINDEN TERRACE II LLC,"REAL BUILDERS, INC",No,No
54378,65315,BED STUY CENTRAL AND NORTH PHASE I,Multifamily Finance Program,06/30/2021,,20,11,31,31,0,BED STUY BEST LLC,HERITAGE V LLC,No,No
54352,65320,BREAKING GROUND.453 EAST 142ND ST.BETANCES V,Multifamily Finance Program,06/24/2019,08/16/2021,152,0,152,152,0,BG BETANCES L.P.,MONADNOCK CONSTRUCTION,Yes,No
54467,65337,332 EAST 54TH STREET.GHPP.FY19,Multifamily Finance Program,07/12/2018,,19,0,19,19,0,SNS ORGANIZATION DBA PLATINUM ENERGY GROUP,SNS ORGANIZATION LTD,No,No
54466,65348,LIVONIA REGINA HDFC.HPO.FY18,Multifamily Finance Program,06/28/2018,10/07/2019,168,0,168,168,200,"REGINA PACIS OWNER, LP","GKC INDUSTRIES, INC.",No,No
54850,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,Multifamily Finance Program,02/23/2018,,497,0,497,497,9425,MOUNT HOPE PRESERVATION APARTMENTS LLC,NOTIAS CONSTRUCTION INC,No,No
54852,65360,SEVENTEENTH STREET HDFC.YR15.FY20,Multifamily Finance Program,10/29/2019,11/05/2021,18,0,18,18,0,SEVENTEENTH STREET HOUSING DEVELOPMENT FUND CORPORATION,Avante Contracting Corp.,Yes,No
54966,65373,MMN1801- UPTOWN 6,Multifamily Finance Program,06/29/2018,07/20/2021,82,0,82,82,2634,GOLDSTEIN HALL PLLC,MDG Design & Construction,No,No
54961,65374,TMN209G-2 - 640 RIVERSIDE,Multifamily Finance Program,06/29/2018,,133,0,133,133,0,UHAB HOUSING DEVELOPMENT FUND,MDG Design & Construction,No,No
54965,65378,JENKINS PORTFOLIO COMPANIES LLC.YR15.FY19,Multifamily Finance Program,06/28/2019,,197,0,197,197,5321,BETHEL DESTINY PAVILION HDFC,PYRAMID ETC COMPANIES LLC,No,No
55007,65390,81 - 95 LENOX AVENUE AKA CANAAN IV TOWERS,Multifamily Finance Program,12/30/2021,,161,0,161,161,0,CHURCH HOME RENTAL HDFC,CHURCH HOME RENTAL HDFC,No,No
55138,65433,2274 ADAM CLAYTON POWELL JR. BLVD. CLUSTER,Multifamily Finance Program,05/05/2021,,0,36,36,36,1076,GOLDSTEIN HALL PLLC,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
55198,65467,EHEBCLT,Multifamily Finance Program,11/23/2020,,38,0,38,38,1184,EAST HARLEM/EL BARRIO MHA HOUSING DEVELOPMENT FUND CORPORATION,A.A.D. CONSTRUCTION CORP.,No,No
55241,65503,LIC RAMPS,Multifamily Incentives Program,06/30/2020,,156,0,156,512,22641,2701 PROPERTY OWNER LLC,"SUFFOLK CONSTRUCTION COMPANY, INC.",No,No
55324,65523,AILEEN AVERY HDFC.HRP.FY19,Multifamily Finance Program,12/14/2018,07/30/2021,22,0,22,22,1300,AILEEN AVERY HDFC,AP. TEK RESTORATION INC.,No,No
55359,65543,ARKER.40 DEBEVOISE STREET,Multifamily Finance Program,05/23/2018,06/15/2021,65,0,65,65,6603,DEBEVOISE SENIOR HOUSING LIMITED PARTNERSHIP,"CHATEAU GC, LLC",Yes,No
55374,65554,BRIDGE ROCKAWAY,Multifamily Finance Program,03/31/2022,,173,0,173,174,39024,BRIDGE ROCKAWAY L.P.,NO GENERAL CONTRACTOR,No,No
55372,65563,LES 278 HDFC.PLP.FY20 (278 EAST 7 STREET),Multifamily Finance Program,12/19/2019,,0,17,17,17,0,LES 278 HOUSING DEVELOPMENT FUND CORPORATION,NO GENERAL CONTRACTOR,No,No
55461,65582,4697 THIRD AVENUE,Small Homes Program,12/12/2019,,53,0,53,53,9483,BP CYRUS LLC,HOMEBUILDERS I L P,No,No
55511,65599,FAILE700LLC.HRP.FY19,Multifamily Finance Program,11/14/2018,06/18/2021,19,0,19,19,2000,FAILE 700 LLC,"CDC DEVELOPMENT, INC",No,No
55536,65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",Multifamily Finance Program,06/29/2018,05/08/2020,0,357,357,357,2250,"KINGSBAY HOUSES SECTION TWO, INC.",ECKER WINDOW CORP,No,No
55597,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,Multifamily Finance Program,06/29/2018,10/16/2020,130,0,130,130,0,MOUNT HOPE PRESERVATION APARTMENTS 2A LLC,NOTIAS CONSTRUCTION INC,No,No
55830,65983,FAC.131-10 GUY R. BREWER BOULEVARD,Multifamily Finance Program,06/27/2018,10/08/2020,159,0,159,159,0,NORTHEASTERN TOWERS ANNEX L.P.,MEGA CONTRACTING GROUP LLC,Yes,No
55833,66005,FOREST HILLS MHA HDFC.HRP.FY19,Multifamily Finance Program,12/06/2018,,430,0,430,430,0,FOREST HILLS MHA HDFC,NO GENERAL CONTRACTOR,No,No
55976,66102,1613 REALTY LTD.GHPP.FY20,Multifamily Finance Program,12/20/2019,,32,0,32,32,4000,"1613 REALTY, LTD.","CDC DEVELOPMENT, INC",No,No
55974,66105,BRONX PRO.1080 WASHINGTON AVE,Multifamily Finance Program,03/26/2019,10/15/2021,154,0,154,154,0,BP UM 1080 WASHINGTON LLC,HOMEBUILDERS I L P,Yes,No
55994,66144,AQUINAS APARTMENTS LP.PLP.FY19,Multifamily Finance Program,11/21/2018,,80,0,80,101,4200,AQUINAS APARTMENTS L.P.,FG-PH Corporation,No,No
55995,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,Multifamily Finance Program,06/29/2018,04/29/2021,124,0,124,124,0,BK UNION AVENUE CLUSTER LLC,A.A.D. CONSTRUCTION CORP,No,No
56046,66212,BRKG GND. 90 SANDS STREET,Multifamily Finance Program,10/22/2020,07/29/2022,491,0,491,491,0,90 SANDS HDFC,"MONADNOCK CONSTRUCTION, INC.",No,No
56045,66225,MORNINGSIDE CLUSTER,Multifamily Finance Program,12/28/2022,,0,36,36,36,1416,GENESIS ANCP MORNINGSIDE LLC,"TOUCHSTONE BUILDERS, INC.",No,No
56318,66558,1097 GLENMORE AVE.GHPP.FY18,Multifamily Finance Program,06/07/2018,,5,0,5,5,476,JAGERNAUTH HARILAL,BUILDERS R US CONSTRUCTION CORPORATION,No,No
56319,66565,MHANY DUMONT HDFC.PLP.FY19,Multifamily Finance Program,06/21/2019,02/02/2021,45,0,45,45,1100,MHANY DUMONT HDFC,"PROJECT EYE CONSULTANTS, INC.",No,No
56442,66601,266 WEST 96TH STREET,Multifamily Finance Program,12/16/2021,,68,0,68,171,0,AMP PROPERTY OWNER L.P.,URBAN ATELIER GROUP,No,No
