ProjectID,BuildingID,AffordabilityBand,TotalUnits
49625,952254,Extremely Low Income,10
49625,952254,Low Income,57
49625,952254,Other,1
49625,952254,Very Low Income,28
49635,546603,Low Income,1
49635,509831,Low Income,1
49635,611062,Low Income,1
49635,743473,Low Income,1
49635,611063,Low Income,1
49635,606930,Low Income,1
49635,524251,Low Income,1
49635,524259,Low Income,1
49635,544606,Low Income,1
49635,606794,Low Income,1
49635,607523,Low Income,1
49635,502964,Low Income,1
49635,589793,Low Income,1
49713,950357,Extremely Low Income,57
49713,950357,Low Income,37
49713,950357,Other,1
49716,294186,Extremely Low Income,21
49716,294186,Low Income,5
49716,294186,Other,1
49716,351171,Low Income,9
49716,322143,Extremely Low Income,4
49716,322143,Low Income,4
49716,207180,Extremely Low Income,2
49716,207180,Low Income,2
49716,247933,Extremely Low Income,1
49716,247933,Low Income,6
49716,388933,Extremely Low Income,6
49716,388933,Low Income,6
49716,388945,Extremely Low Income,5
49716,388945,Low Income,7
49716,388945,Very Low Income,1
49716,329197,Extremely Low Income,2
49716,329197,Low Income,2
49716,329199,Extremely Low Income,2
49716,329199,Low Income,2
49722,969838,Low Income,27
49722,969838,Other,1
49722,969838,Very Low Income,24
49722,948724,Other,1
49722,948724,Very Low Income,89
49722,948723,Low Income,72
49722,948723,Other,1
49722,948723,Very Low Income,11
49722,948722,Low Income,22
49722,948722,Other,1
49722,948722,Very Low Income,29
49909,,Moderate Income,1
49938,947501,Low Income,67
49938,947501,Middle Income,20
49938,947501,Other,1
49938,947501,Very Low Income,10
49959,972807,Extremely Low Income,8
49959,972807,Other,1
49959,972807,Very Low Income,42
50026,947649,Extremely Low Income,50
50026,947649,Low Income,5
50026,927138,Extremely Low Income,56
50026,927138,Low Income,22
50026,927138,Other,1
50059,294143,Low Income,3
50059,294143,Very Low Income,1
50059,300735,Low Income,8
50059,305076,Low Income,4
50059,305076,Very Low Income,2
50059,396441,Low Income,1
50059,396441,Very Low Income,2
50059,335793,Low Income,2
50059,335793,Very Low Income,4
50059,362522,Low Income,4
50059,362522,Very Low Income,2
50059,234927,Low Income,5
50059,234927,Very Low Income,1
50088,949394,Low Income,84
50088,949394,Moderate Income,27
50088,949394,Other,1
50088,949394,Very Low Income,22
50104,927022,Low Income,79
50104,927022,Other,1
50131,107220,Low Income,16
50131,107220,Other,1
50131,107220,Very Low Income,4
50131,97336,Low Income,3
50131,97336,Very Low Income,2
50131,56824,Moderate Income,12
50131,56818,Moderate Income,12
50131,56832,Low Income,8
50131,56832,Very Low Income,3
50131,81951,Low Income,19
50131,81951,Very Low Income,7
50132,29016,Low Income,20
50132,29016,Other,1
50156,944796,Low Income,67
50156,944796,Moderate Income,42
50156,944796,Other,1
50157,927198,Middle Income,18
50157,927198,Moderate Income,5
50157,927198,Other,1
50184,40739,Low Income,8
50184,40741,Low Income,6
50184,40741,Very Low Income,2
50184,40737,Low Income,8
50184,28134,Low Income,12
50184,28134,Very Low Income,3
50184,40735,Low Income,6
50184,40735,Very Low Income,2
50184,28132,Low Income,14
50184,28132,Other,1
50184,3548,Low Income,8
50184,40723,Low Income,8
50184,4091,Low Income,10
50184,4091,Very Low Income,7
50184,4083,Low Income,18
50184,4083,Moderate Income,1
50184,4083,Very Low Income,3
50186,64614,Extremely Low Income,2
50186,64614,Low Income,11
50186,64614,Very Low Income,3
50186,64613,Low Income,7
50186,64613,Moderate Income,1
50186,64613,Very Low Income,8
50186,806534,Extremely Low Income,1
50186,806534,Low Income,8
50186,806534,Other,1
50186,806534,Very Low Income,6
50193,341859,Low Income,6
50193,341863,Low Income,8
50193,808774,Low Income,8
50193,341864,Low Income,8
50193,387264,Low Income,6
50193,329481,Low Income,8
50196,59948,Low Income,23
50196,59948,Other,1
50196,49501,Low Income,42
50196,49501,Other,1
50196,806410,Low Income,25
50196,87351,Low Income,62
50196,87351,Other,1
50196,806409,Low Income,25
50200,948174,Extremely Low Income,60
50201,372190,Low Income,18
50201,372190,Moderate Income,3
50201,372190,Other,1
50204,3691,Middle Income,26
50205,65478,Extremely Low Income,1
50205,65478,Low Income,53
50205,65478,Moderate Income,2
50205,65478,Other,1
50205,65478,Very Low Income,2
50205,111969,Extremely Low Income,1
50205,111969,Low Income,54
50205,111969,Moderate Income,2
50205,111969,Other,1
50205,111969,Very Low Income,1
50205,65477,Low Income,42
50205,65477,Other,1
50205,65477,Very Low Income,6
50205,97967,Low Income,54
50205,97967,Moderate Income,1
50205,97967,Very Low Income,4
50205,116780,Extremely Low Income,3
50205,116780,Low Income,31
50205,116780,Moderate Income,1
50205,116780,Other,1
50205,116780,Very Low Income,7
50206,330371,Extremely Low Income,1
50206,330371,Low Income,6
50206,287193,Extremely Low Income,4
50206,287193,Low Income,24
50206,287193,Other,1
50206,383480,Extremely Low Income,13
50206,383480,Low Income,52
50206,383480,Other,1
50206,330372,Extremely Low Income,1
50206,330372,Low Income,6
50206,351727,Extremely Low Income,12
50206,351727,Low Income,24
50206,351727,Other,1
50206,358230,Low Income,3
50206,330373,Low Income,7
50206,322130,Extremely Low Income,3
50206,322130,Low Income,13
50206,383478,Extremely Low Income,9
50206,383478,Low Income,32
50206,383478,Other,1
50207,810093,Low Income,3
50207,810096,Low Income,3
50207,354367,Very Low Income,3
50207,810109,Low Income,2
50207,810103,Low Income,3
50207,810095,Low Income,3
50207,300660,Low Income,3
50207,810098,Low Income,3
50207,810100,Low Income,3
50207,810104,Low Income,3
50207,810094,Low Income,3
50207,810101,Low Income,3
50207,810105,Low Income,1
50207,810105,Very Low Income,2
50207,810107,Low Income,1
50207,810107,Other,1
50207,810107,Very Low Income,1
50207,810092,Low Income,3
50207,810091,Low Income,3
50207,810102,Low Income,3
50207,810099,Low Income,3
50207,810108,Low Income,2
50207,810108,Very Low Income,1
50207,810106,Low Income,1
50207,810106,Very Low Income,2
50223,362423,Extremely Low Income,1
50223,362423,Low Income,11
50223,362423,Very Low Income,4
50223,3962,Extremely Low Income,1
50223,3962,Low Income,10
50223,3962,Moderate Income,1
50223,3962,Very Low Income,4
50223,7479,Low Income,18
50223,7479,Very Low Income,7
50223,21286,Extremely Low Income,1
50223,21286,Low Income,7
50223,21286,Other,1
50223,21286,Very Low Income,7
50223,3611,Low Income,18
50223,3611,Very Low Income,2
50248,219551,Low Income,2
50248,219540,Low Income,6
50248,349890,Low Income,3
50248,219567,Low Income,2
50248,309562,Low Income,3
50248,221738,Low Income,2
50248,363970,Low Income,2
50248,211306,Low Income,2
50248,219546,Low Income,6
50248,221746,Low Income,5
50248,309559,Low Income,3
50248,398640,Low Income,3
50248,205660,Low Income,5
50248,357152,Low Income,9
50248,369344,Low Income,3
50248,354114,Low Income,3
50248,363912,Low Income,3
50248,349884,Low Income,3
50248,183277,Low Income,5
50248,398650,Low Income,3
50248,349855,Low Income,4
50258,119162,Low Income,54
50258,119146,Low Income,31
50278,115544,Very Low Income,32
50278,45438,Very Low Income,16
50278,112044,Very Low Income,21
50278,45594,Very Low Income,21
50278,120990,Very Low Income,13
50278,100202,Very Low Income,16
50278,56949,Very Low Income,20
50282,983486,Low Income,77
50282,983486,Other,1
50282,983486,Very Low Income,8
50291,20889,Very Low Income,10
50293,66001,Extremely Low Income,1
50293,66001,Low Income,14
50293,66001,Very Low Income,6
50294,87096,Low Income,25
50294,87096,Very Low Income,6
50329,948333,Low Income,17
50347,47143,Low Income,1
50347,47143,Very Low Income,171
50352,77186,Low Income,54
50352,77186,Moderate Income,11
50352,60498,Low Income,12
50352,60498,Moderate Income,5
50352,97550,Low Income,29
50352,97550,Moderate Income,8
50353,120621,Low Income,8
50353,120575,Low Income,8
50353,844746,Low Income,8
50353,120629,Low Income,8
50353,107804,Low Income,36
50370,186479,Low Income,201
50370,186479,Other,1
50407,808942,Low Income,7
50407,207683,Low Income,23
50407,354170,Low Income,3
50407,342753,Low Income,3
50407,342745,Low Income,10
50407,342748,Low Income,3
50407,362334,Low Income,12
50407,207686,Low Income,16
50407,808939,Low Income,6
50407,809877,Low Income,2
50407,379928,Low Income,22
50407,362352,Low Income,3
50407,362349,Low Income,3
50407,809283,Low Income,16
50407,395843,Low Income,16
50407,807552,Low Income,6
50407,354251,Low Income,1
50407,362337,Low Income,3
50407,289096,Low Income,16
50407,353190,Low Income,15
50407,913572,Low Income,24
50407,395827,Low Income,13
50407,395829,Low Income,13
50407,299970,Low Income,2
50407,395846,Low Income,8
50407,342542,Low Income,4
50407,353145,Low Income,19
50407,354165,Low Income,10
50407,395830,Low Income,13
50407,808939,Low Income,3
50407,342742,Low Income,3
50407,342739,Low Income,3
50407,362339,Low Income,3
50407,395844,Low Income,16
50407,395840,Low Income,16
50407,313104,Low Income,4
50407,234974,Low Income,19
50407,395877,Low Income,9
50407,395834,Low Income,8
50407,342744,Low Income,3
50407,299963,Low Income,2
50407,183060,Low Income,6
50407,395833,Low Income,13
50407,328562,Low Income,6
50407,949647,Low Income,3
50407,940976,Low Income,6
50407,342738,Low Income,3
50407,940975,Low Income,6
50407,342533,Low Income,3
50407,395849,Low Income,6
50407,807553,Low Income,6
50407,342526,Low Income,6
50407,342523,Low Income,4
50407,300002,Low Income,3
50407,395836,Low Income,16
50408,67516,Other,1
50408,67516,Very Low Income,42
50410,980814,Extremely Low Income,40
50410,980814,Low Income,23
50410,980814,Other,1
50410,980814,Very Low Income,16
50411,958174,Extremely Low Income,16
50411,958174,Low Income,38
50411,958174,Other,1
50424,528114,Moderate Income,1
50424,552683,Low Income,1
50424,630308,Moderate Income,1
50424,597766,Moderate Income,1
50424,655268,Moderate Income,1
50424,594559,Low Income,1
50424,584952,Moderate Income,1
50424,533227,Low Income,1
50424,531912,Low Income,1
50424,533654,Moderate Income,1
50424,565015,Low Income,1
50424,529586,Low Income,1
50424,522928,Moderate Income,1
50424,568358,Moderate Income,1
50424,532963,Low Income,1
50424,553308,Low Income,1
50424,532806,Low Income,1
50424,513272,Moderate Income,1
50424,597224,Low Income,1
50495,949059,Extremely Low Income,8
50495,949059,Low Income,44
50495,949059,Other,1
50497,806842,Low Income,153
50497,806842,Moderate Income,22
50497,806842,Other,1
50509,965117,Low Income,24
50509,965117,Moderate Income,69
50509,965117,Other,1
50519,38153,Extremely Low Income,8
50519,38153,Low Income,102
50519,38153,Other,1
50519,38153,Very Low Income,4
50568,,Moderate Income,1
50580,28059,Low Income,21
50583,217149,Low Income,305
50602,808434,Other,1
50602,808434,Very Low Income,75
50602,231421,Low Income,6
50602,231421,Other,1
50602,231421,Very Low Income,54
50602,331239,Low Income,23
50602,331239,Other,1
50602,331239,Very Low Income,75
50605,79712,Extremely Low Income,2
50605,79712,Low Income,15
50605,79712,Other,1
50605,79712,Very Low Income,2
50605,79714,Low Income,16
50605,79714,Moderate Income,1
50605,79714,Very Low Income,3
50606,92440,Low Income,17
50606,92440,Very Low Income,2
50606,92441,Low Income,16
50606,92441,Moderate Income,1
50606,92441,Other,1
50606,92441,Very Low Income,1
50606,92439,Low Income,16
50606,92439,Very Low Income,3
50606,64431,Low Income,19
50606,64431,Very Low Income,5
50609,215649,Low Income,6
50609,215649,Moderate Income,1
50609,215649,Other,1
50609,215649,Very Low Income,7
50611,867829,Not Defined,31
50611,867829,Other,1
50623,860085,Not Defined,71
50623,860085,Other,1
50638,949243,Extremely Low Income,115
50638,949243,Low Income,7
50638,949243,Other,1
50655,958176,Extremely Low Income,16
50655,958176,Low Income,12
50655,958176,Moderate Income,9
50655,958176,Other,1
50655,958176,Very Low Income,13
50675,227371,Not Defined,157
50677,348491,Not Defined,190
50735,251214,Not Defined,16
50741,394534,Low Income,4
50741,394534,Not Defined,1
50744,213199,Not Defined,5
50753,341971,Not Defined,5
50774,633968,Not Defined,7
50777,213197,Not Defined,47
50778,842134,Not Defined,6
50788,11230,Not Defined,13
50793,821898,Not Defined,16
50795,6554,Not Defined,8
50795,6555,Not Defined,8
50795,6553,Not Defined,8
50801,6603,Not Defined,16
50804,6529,Not Defined,22
50805,11576,Not Defined,7
50806,11247,Not Defined,12
50807,6424,Not Defined,9
50808,11113,Not Defined,5
50813,943824,Not Defined,176
50815,776615,Extremely Low Income,36
50818,31409,Very Low Income,50
50819,6422,Not Defined,9
50820,11252,Not Defined,30
50821,6426,Not Defined,9
50837,881542,Not Applicable,40
50847,637018,Not Defined,41
50866,634640,Not Defined,6
50868,810149,Not Defined,223
50869,634610,Not Defined,5
50895,691317,Not Defined,23
50902,908868,Not Applicable,78
50933,811259,Not Defined,11
50938,51561,Very Low Income,23
50942,964992,Extremely Low Income,11
50942,964992,Low Income,55
50942,964992,Moderate Income,13
50942,964992,Other,1
50942,964992,Very Low Income,34
50959,633908,Not Defined,5
50996,837304,Not Defined,56
50996,837303,Not Defined,56
51023,809070,Not Defined,174
51031,6546,Not Defined,16
51035,683674,Not Defined,6
51047,212708,Not Applicable,96
51051,387522,Not Defined,105
51052,11135,Not Defined,12
51056,211091,Not Defined,5
51056,216349,Not Defined,4
51064,335986,Not Defined,7
51065,691364,Not Defined,6
51067,11583,Not Defined,24
51104,956094,Low Income,22
51104,956094,Not Applicable,84
51104,956094,Other,1
51123,967799,Low Income,25
51123,967799,Middle Income,24
51123,967799,Not Applicable,73
51123,967799,Other,1
51143,5578,Low Income,8
51143,5578,Very Low Income,10
51143,5580,Low Income,10
51143,5580,Very Low Income,12
51143,5579,Extremely Low Income,1
51143,5579,Low Income,7
51143,5579,Very Low Income,10
51150,66602,Low Income,20
51168,910338,Not Applicable,43
51175,927217,Extremely Low Income,15
51175,927217,Low Income,19
51175,927217,Moderate Income,3
51175,927217,Other,1
51175,927217,Very Low Income,14
51177,5659,Low Income,9
51177,21220,Low Income,20
51177,21191,Low Income,8
51177,21191,Other,1
51177,41521,Low Income,12
51177,41937,Low Income,7
51177,28152,Low Income,15
51177,804763,Low Income,30
51177,5656,Low Income,12
51177,5656,Other,1
51177,21218,Low Income,15
51177,21221,Low Income,42
51177,5624,Low Income,7
51177,21246,Low Income,35
51177,21246,Other,1
51177,41519,Low Income,10
51177,21219,Low Income,19
51177,21219,Other,1
51177,5661,Low Income,9
51179,876943,Extremely Low Income,5
51179,876943,Low Income,21
51179,876943,Other,1
51179,876943,Very Low Income,67
51248,9911,Low Income,55
51248,9911,Moderate Income,2
51248,9911,Very Low Income,3
51249,94237,Other,1
51249,94237,Very Low Income,28
51252,116663,Low Income,45
51252,116663,Other,1
51252,46525,Low Income,8
51252,46525,Other,1
51252,46526,Low Income,6
51252,46526,Very Low Income,3
51252,119119,Low Income,38
51252,119119,Other,1
51252,119119,Very Low Income,3
51260,811859,Not Defined,1093
51261,804799,Not Defined,84
51261,2716,Not Defined,60
51261,904741,Not Defined,184
51261,2713,Not Defined,297
51271,213417,Middle Income,192
51271,213417,Other,1
51274,804358,Not Defined,22
51274,6564,Not Defined,72
51274,804063,Not Defined,278
51278,951227,Low Income,70
51278,951227,Other,1
51278,951227,Very Low Income,18
51299,928126,Low Income,105
51299,928126,Other,1
51299,928126,Very Low Income,45
51299,956539,Low Income,94
51299,956539,Other,1
51299,956539,Very Low Income,41
51300,631575,Not Defined,301
51300,811186,Not Defined,301
51301,976948,Extremely Low Income,97
51301,976948,Low Income,63
51301,976948,Other,1
51302,979324,Extremely Low Income,56
51302,979324,Low Income,99
51302,979324,Moderate Income,67
51302,979324,Other,1
51302,979324,Very Low Income,58
51302,979325,Extremely Low Income,43
51302,979325,Low Income,73
51302,979325,Moderate Income,54
51302,979325,Other,1
51302,979325,Very Low Income,44
51314,253011,Not Defined,9
51314,253010,Not Defined,9
51317,394690,Not Defined,10
51319,842160,Not Defined,18
51320,203240,Not Defined,3
51320,203238,Not Defined,3
51320,203236,Not Defined,3
51320,203237,Not Defined,3
51320,203235,Not Defined,3
51320,203239,Not Defined,3
51357,951689,Low Income,48
51357,951689,Middle Income,15
51357,951689,Other,1
51357,951689,Very Low Income,15
51378,381909,Low Income,3
51378,381909,Moderate Income,3
51380,482642,Not Defined,9
51382,634319,Not Defined,68
51384,11124,Not Defined,20
51384,11126,Not Defined,30
51396,804799,Moderate Income,84
51396,904741,Moderate Income,184
51396,2716,Moderate Income,60
51396,2713,Moderate Income,297
51405,950857,Not Applicable,76
51424,44252,Not Defined,384
51425,904874,Not Applicable,20
51463,11396,Not Defined,15
51481,11391,Not Applicable,32
51485,102762,Not Defined,15
51522,857780,Not Defined,6
51529,6632,Not Defined,2
51561,57803,Extremely Low Income,1
51561,57803,Low Income,18
