Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
50702,223 North 8th Street,Multifamily Incentives Program,12/10/2014,10/14/2016,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,94,0
50810,ALBERTA ALSTON HOUSE,Multifamily Incentives Program,12/22/2014,,Yes,Non Prevailing Wage,Article XI,0,151,0,0,0,0,151,0,151,151,151
50815,BUCKINGHAM - 2044 RICHMOND TERR - RESILIENCY,Multifamily Finance Program,07/11/2018,11/10/2021,No,Prevailing Wage,420c,36,0,0,0,0,0,36,0,36,36,0
50842,Lands End II - Two Bridges A/k/a Cherry St.,Multifamily Finance Program,06/27/2014,06/27/2014,Yes,Non Prevailing Wage,Article XI,373,61,41,11,4,0,486,4,490,490,0
50871,181 Front Street,Multifamily Incentives Program,12/12/2014,04/09/2019,No,Non Prevailing Wage,421a,0,0,21,0,0,0,21,0,21,105,0
50875,68 Charlton,Multifamily Incentives Program,04/28/2015,07/14/2017,No,Non Prevailing Wage,421a,0,0,29,0,0,0,29,0,29,122,0
50938,1347 BRISTOW ST,Multifamily Finance Program,11/18/2015,03/13/2017,No,Non Prevailing Wage,,0,23,0,0,0,0,13,10,23,23,0
50942,Creston-Burnside,Multifamily Finance Program,06/29/2015,02/27/2019,No,Non Prevailing Wage,420c,11,34,55,13,0,1,114,0,114,114,0
51100,WEBSTER GREEN,Multifamily Incentives Program,04/26/2016,10/16/2019,No,Non Prevailing Wage,420c,41,0,40,0,0,0,81,0,81,82,0
51103,601 WEST 59TH STREET (1 WEST END AVENUE),Multifamily Incentives Program,12/22/2014,12/14/2017,No,Non Prevailing Wage,421a,0,0,116,0,0,0,116,0,116,116,0
51104,456 Washington Street,Multifamily Incentives Program,06/26/2014,10/07/2016,No,Non Prevailing Wage,421a,0,0,22,0,0,0,22,0,22,107,0
51123,BAM Cultural District North Site Tower II,Multifamily Finance Program,05/07/2015,03/20/2018,No,Non Prevailing Wage,421a,0,0,25,0,24,1,50,0,50,123,0
51143,Edward Dozier HDFC,Multifamily Finance Program,06/24/2015,07/14/2017,No,Non Prevailing Wage,J-51,1,32,25,0,0,0,58,0,58,58,0
51150,Park Avenue Thorpe,Multifamily Finance Program,06/30/2014,03/15/2017,No,Non Prevailing Wage,420c,0,0,20,0,0,0,20,0,20,20,0
51175,BROOK 156,Multifamily Finance Program,10/01/2020,,No,Non Prevailing Wage,420c,15,14,19,3,0,1,52,0,52,52,0
51177,Edgecombe Preservation Reyndication (Phase),Multifamily Finance Program,06/27/2014,03/01/2016,No,Non Prevailing Wage,420c,0,0,250,0,0,4,254,0,254,254,0
51179,"QUINCY SENIOR RESIDENCES, L.P.",Multifamily Finance Program,12/23/2014,,No,Non Prevailing Wage,,5,67,21,0,0,1,94,0,94,94,93
51248,270 Convent Ave HDFC,Multifamily Finance Program,06/29/2015,06/06/2021,No,Non Prevailing Wage,J-51 Enriched,0,3,55,2,0,0,60,0,60,60,0
51249,2120 Mapes Avenue HDFC,Multifamily Finance Program,05/30/2014,06/13/2017,No,Non Prevailing Wage,J-51 Enriched,0,28,0,0,0,1,0,29,29,29,0
51252,Mount Sharon HDFC,Multifamily Finance Program,06/26/2014,05/13/2016,No,Non Prevailing Wage,420c,0,6,97,0,0,3,106,0,106,106,0
51278,ARCHER AVENUE,Multifamily Finance Program,12/22/2014,03/06/2018,No,Non Prevailing Wage,420c,0,18,70,0,0,1,89,0,89,89,0
51297,774 Grand Street,Multifamily Incentives Program,11/24/2014,07/10/2018,No,Non Prevailing Wage,421a,0,0,13,0,0,0,13,0,13,64,0
51299,GATEWAY ELTON III,Multifamily Finance Program,06/27/2014,11/25/2016,No,Non Prevailing Wage,420c,0,86,199,0,0,2,287,0,287,287,0
51301,BRKG GND. 626 BERGEN AVE. LA CENTRAL,Multifamily Finance Program,06/29/2017,06/18/2019,No,Prevailing Wage,420c,97,0,63,0,0,1,161,0,161,161,0
51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,Multifamily Finance Program,12/28/2017,,No,Non Prevailing Wage,420c,99,102,172,121,0,2,496,0,496,496,0
51325,CONFIDENTIAL,Homeowner Assistance Program,01/23/2014,04/16/2014,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
51357,PS 186 AKA BGCH (BOYS AND GIRLS CLUB OF HARLEM),Multifamily Finance Program,07/09/2014,11/16/2016,No,Non Prevailing Wage,420c,0,15,48,0,15,1,79,0,79,79,0
51363,Manhattan West (371 Ninth Avenue),Multifamily Incentives Program,12/18/2014,05/30/2018,No,Non Prevailing Wage,421a,0,0,169,0,0,0,169,0,169,844,0
51378,Stammtisch - Troutman,Multifamily Finance Program,06/23/2016,04/29/2021,No,Non Prevailing Wage,Article XI,0,0,3,3,0,0,6,0,6,6,0
51396,"RIVERBEND HOUSING COMPANY, INC.",Multifamily Finance Program,06/24/2015,01/09/2018,No,Non Prevailing Wage,,0,0,0,625,0,0,0,625,625,625,0
51501,CONFIDENTIAL,Homeowner Assistance Program,03/13/2014,08/01/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
51502,CONFIDENTIAL,Homeowner Assistance Program,01/16/2014,01/22/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
51534,CONFIDENTIAL,Homeowner Assistance Program,05/30/2014,07/07/2014,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,1
51581,590 Five Corp.,Multifamily Finance Program,06/22/2016,02/04/2020,No,Non Prevailing Wage,J-51,3,7,64,4,0,1,79,0,79,79,0
51582,425 GRAND CONCOURSE,Multifamily Finance Program,12/20/2019,,No,Non Prevailing Wage,Article XI,56,55,96,69,0,1,277,0,277,277,0
51585,217-221 W. 29th Street,Multifamily Incentives Program,10/08/2014,02/27/2018,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,95,0
51590,226 West 113th Street HDFC,Multifamily Finance Program,06/25/2014,03/13/2017,No,Non Prevailing Wage,J-51 Enriched,1,16,1,0,0,0,1,17,18,18,0
51607,261 Hudson Street,Multifamily Incentives Program,06/26/2014,08/29/2017,No,Non Prevailing Wage,421a,0,0,41,0,0,0,41,0,41,201,0
51652,Praxis. 2270 Loring Place North,Multifamily Finance Program,06/19/2015,06/02/2017,No,Prevailing Wage,420c,51,0,14,0,0,1,66,0,66,66,0
51719,The Pavilion at Locust Manor,Multifamily Finance Program,06/25/2015,06/27/2018,No,Non Prevailing Wage,420c,9,26,49,0,0,1,85,0,85,85,0
51751,Rose Ellen Smith MBD HDFC,Multifamily Finance Program,06/23/2015,05/31/2016,No,Non Prevailing Wage,Article XI,45,0,0,0,0,2,47,0,47,47,45
51778,PARK HOUSE,Multifamily Finance Program,12/31/2014,08/31/2018,No,Non Prevailing Wage,420c,20,30,197,0,0,1,248,0,248,248,0
51779,9306 Shore Front Parkway,Multifamily Finance Program,12/18/2014,03/23/2017,No,Non Prevailing Wage,421a,0,13,0,50,0,1,64,0,64,64,0
51867,THE ROBESON,Multifamily Finance Program,06/29/2018,10/19/2022,No,Non Prevailing Wage,Article XI,0,16,24,0,38,1,79,0,79,79,0
51868,LEXINGTON GARDENS II,Multifamily Finance Program,06/29/2017,02/11/2022,No,Non Prevailing Wage,Article XI,80,119,120,0,80,1,400,0,400,400,0
51914,CONFIDENTIAL,Homeowner Assistance Program,03/21/2014,05/27/2014,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,1
51918,225 E 39th Street (fka 222 East 40th Street),Multifamily Incentives Program,12/12/2014,08/29/2017,No,Non Prevailing Wage,421a,0,0,75,0,0,0,75,0,75,372,0
51950,HABITAT-NYC SINGLE FAMILY HOMES PHASE II,Small Homes Program,02/23/2017,,No,Non Prevailing Wage,UDAAP,0,0,20,0,0,0,0,20,20,20,0
52000,34-37 Realty Ltd.,Multifamily Finance Program,06/17/2015,07/20/2017,No,Non Prevailing Wage,J-51 Enriched,0,3,38,5,0,0,46,0,46,46,0
52014,A.D. & Nash Co. L.P.,Multifamily Finance Program,06/30/2015,06/30/2015,Yes,Non Prevailing Wage,420c,0,0,30,0,2,0,32,0,32,32,0
52021,829 Southern Blvd. HDFC,Multifamily Finance Program,06/30/2014,04/18/2016,No,Non Prevailing Wage,J-51 Enriched,0,48,0,0,0,1,1,48,49,49,0
52022,3279 HULL AVE. HDFC,Multifamily Finance Program,06/30/2014,02/29/2016,No,Non Prevailing Wage,,0,51,0,0,0,0,0,51,51,51,0
52050,CONFIDENTIAL,Homeowner Assistance Program,03/31/2014,12/01/2014,No,Non Prevailing Wage,,0,0,0,4,0,0,0,4,4,4,1
52053,525 West 52nd Street,Multifamily Incentives Program,05/04/2015,06/13/2018,No,Non Prevailing Wage,421a,0,0,79,0,0,0,79,0,79,392,0
52056,2015 Monterey Avenue LLC aka PRC Monterey,Multifamily Finance Program,06/27/2014,06/27/2014,No,Non Prevailing Wage,Article XI,0,0,159,0,0,0,159,0,159,330,0
52075,PHIPPS PLAZA SOUTH/KB 25,Multifamily Incentives Program,11/24/2014,03/30/2017,No,Non Prevailing Wage,Article XI,0,0,22,0,0,0,22,0,22,56,0
52082,ESSEX CROSSING - SITE 1,Multifamily Finance Program,11/24/2015,07/05/2018,No,Non Prevailing Wage,421a,0,0,0,11,0,0,0,11,11,55,0
52083,Essex Crossing - Site 5,Multifamily Finance Program,06/30/2015,07/31/2018,No,Non Prevailing Wage,421a,0,6,53,17,28,0,104,0,104,211,0
52102,CONFIDENTIAL,Homeowner Assistance Program,03/20/2014,03/22/2014,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
52103,CONFIDENTIAL,Homeowner Assistance Program,03/11/2014,03/11/2014,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
52115,125 BORINQUEN PLACE,Multifamily Incentives Program,06/16/2016,02/10/2022,No,Non Prevailing Wage,421a,0,0,25,0,0,0,25,0,25,125,0
52119,EXCELSIOR II,Multifamily Finance Program,11/25/2015,02/14/2019,No,Non Prevailing Wage,420c,6,29,24,0,0,1,60,0,60,60,0
52122,Essex Crossing - Site 2,Multifamily Finance Program,06/30/2015,12/27/2018,No,Non Prevailing Wage,421a,0,6,47,18,27,0,98,0,98,195,0
52126,509 West 38th Street,Multifamily Incentives Program,03/04/2015,06/25/2019,No,Non Prevailing Wage,421a,0,0,46,0,0,0,46,0,46,225,0
52127,Vernon Tower,Multifamily Incentives Program,10/23/2015,08/07/2019,No,Non Prevailing Wage,421a,0,0,21,0,0,0,21,0,21,103,0
52129,56 NORTH 9TH STREET,Multifamily Incentives Program,10/07/2015,12/08/2020,No,Non Prevailing Wage,421a,0,0,9,0,0,0,9,0,9,45,0
52134,CONFIDENTIAL,Homeowner Assistance Program,04/03/2014,04/16/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
52135,CONFIDENTIAL,Homeowner Assistance Program,04/08/2014,07/29/2014,No,Non Prevailing Wage,,0,0,4,0,0,0,0,4,4,4,1
52138,CONFIDENTIAL,Homeowner Assistance Program,09/05/2014,12/08/2014,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,1
52182,DANIEL GILMARTIN HDFC,Multifamily Incentives Program,06/27/2014,06/27/2014,Yes,Non Prevailing Wage,Article XI,0,151,0,0,0,0,151,0,151,151,150
52218,56 FULTON STREET,Multifamily Incentives Program,02/26/2015,,No,Non Prevailing Wage,421a,0,12,12,0,6,0,30,0,30,120,0
52223,JERICHO. 2065 WALTON AVENUE,Multifamily Finance Program,06/03/2015,06/05/2018,No,Prevailing Wage,420c,89,0,1,0,0,0,90,0,90,90,0
52224,Fairmont Place HDFC,Multifamily Incentives Program,05/07/2014,05/07/2014,Yes,Non Prevailing Wage,Article XI,0,0,0,26,0,0,26,0,26,26,0
52229,CONFIDENTIAL,Homeowner Assistance Program,04/08/2014,04/08/2014,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
52241,606 WEST 57TH STREET,Multifamily Incentives Program,10/30/2014,12/03/2018,No,Non Prevailing Wage,421a,0,103,103,52,0,0,258,0,258,1028,0
52272,CARROLL GARDENS- PHASE 2 (363 BOND STREET),Multifamily Incentives Program,12/11/2014,11/09/2017,No,Non Prevailing Wage,421a,0,0,54,0,0,0,54,0,54,270,0
52285,CONFIDENTIAL,Homeowner Assistance Program,02/14/2014,05/16/2014,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,1
52286,CONFIDENTIAL,Homeowner Assistance Program,05/05/2014,05/16/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,1
52287,229 Cherry Street,Multifamily Incentives Program,08/06/2015,10/16/2018,No,Non Prevailing Wage,421a,0,0,204,0,0,0,204,0,204,205,0
52318,33 Bond Street,Multifamily Incentives Program,11/25/2014,03/07/2018,No,Non Prevailing Wage,421a,0,0,143,0,0,0,143,0,143,714,0
52319,Chinatown Planning Council HDFC,Multifamily Incentives Program,06/30/2014,06/30/2014,Yes,Non Prevailing Wage,Article XI,0,155,0,0,0,0,155,0,155,155,155
52320,1515 BEDFORD AVENUE,Multifamily Incentives Program,12/29/2014,09/10/2019,No,Non Prevailing Wage,421a,0,0,29,0,0,0,29,0,29,142,0
52369,500 Waverly,Multifamily Incentives Program,05/19/2015,05/09/2017,No,Non Prevailing Wage,421a,0,0,11,0,0,0,0,11,11,48,0
52370,CONFIDENTIAL,Homeowner Assistance Program,06/11/2014,07/07/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
52396,Tremont Renaissance,Multifamily Finance Program,12/22/2015,05/21/2021,No,Non Prevailing Wage,Article XI,0,0,129,126,0,1,256,0,256,256,0
52401,CONFIDENTIAL,Homeowner Assistance Program,05/30/2014,05/30/2014,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,0
52405,Triataros Corp.,Multifamily Finance Program,09/18/2015,04/12/2018,No,Non Prevailing Wage,J-51 Enriched,0,1,14,4,0,1,20,0,20,20,0
52411,Twin Parks S.W.,Multifamily Incentives Program,06/26/2014,06/30/2014,Yes,Non Prevailing Wage,Article XI,0,0,536,0,0,0,536,0,536,536,0
52413,Harry Silver Apartments,Multifamily Incentives Program,06/25/2014,06/26/2014,Yes,Non Prevailing Wage,Article XI,0,0,288,0,0,0,0,288,288,288,0
52415,UPS. 1060 Rev. James Polite Ave,Multifamily Finance Program,11/24/2015,11/27/2017,No,Prevailing Wage,420c,42,14,12,0,0,1,69,0,69,69,0
52429,CONFIDENTIAL,Homeowner Assistance Program,06/17/2014,12/15/2014,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
52435,Essex Crossing - Site 6,Multifamily Finance Program,12/08/2015,10/25/2017,No,Non Prevailing Wage,420c,0,20,79,0,0,1,100,0,100,100,99
52436,153 Manhattan Ave HDFC Extended Affordability,Multifamily Incentives Program,03/19/2014,03/19/2014,Yes,Non Prevailing Wage,Article XI,0,0,63,0,0,1,64,0,64,64,0
52461,92 St. Nicholas Avenue HDFC,Multifamily Finance Program,07/01/2016,,No,Non Prevailing Wage,J-51 Enriched,7,36,12,0,0,1,13,43,56,56,0
52467,FORD BEDFORD. 2848 BAINBRIDGE AVE.SERVIAM HEIGHTS,Multifamily Finance Program,12/29/2015,06/13/2018,No,Prevailing Wage,420c,195,0,0,0,0,2,197,0,197,197,195
52493,CONFIDENTIAL,Homeowner Assistance Program,05/02/2014,07/01/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52507,CONFIDENTIAL,Homeowner Assistance Program,06/05/2014,06/05/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
52580,237 DUFFIELD STREET,Multifamily Incentives Program,11/12/2015,01/11/2019,No,Non Prevailing Wage,421a,0,0,22,0,0,0,22,0,22,105,0
52597,HELP. 984 Woodycrest Avenue,Multifamily Finance Program,11/17/2015,01/11/2018,No,Prevailing Wage,420c,48,0,0,0,0,0,48,0,48,48,0
52603,CONFIDENTIAL,Homeowner Assistance Program,07/01/2014,12/12/2014,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
52610,Crossroads Plaza I,Multifamily Finance Program,12/19/2014,08/16/2018,No,Non Prevailing Wage,421a,0,0,123,40,0,0,163,0,163,163,0
52626,1007 ATLANTIC AVENUE,Multifamily Incentives Program,06/24/2015,01/23/2018,No,Non Prevailing Wage,421a,0,0,10,0,0,0,10,0,10,50,0
52646,Common Ground.411 East 178th St. Webster Ave.,Multifamily Finance Program,11/18/2015,07/20/2018,No,Prevailing Wage,420c,90,0,80,0,0,1,171,0,171,171,0
52656,Affordable & Supportive Family Housing at Van Dyke,Multifamily Finance Program,06/30/2015,07/26/2017,No,Prevailing Wage,420c,75,0,25,0,0,1,101,0,101,101,0
52661,3160 Park Avenue (Mixed Income),Multifamily Finance Program,12/31/2014,12/15/2016,No,Non Prevailing Wage,Article XI,0,0,57,0,0,0,57,0,57,152,0
52662,Longfellow Avenue,Multifamily Finance Program,10/14/2015,11/22/2017,No,Non Prevailing Wage,420c,0,18,90,0,38,3,149,0,149,149,0
52665,907 Driggs Avenue,Multifamily Finance Program,04/22/2015,08/27/2019,No,Non Prevailing Wage,420c,0,0,21,0,0,0,21,0,21,21,0
52666,STRIVERS PLAZA,Multifamily Finance Program,12/18/2014,04/19/2017,No,Non Prevailing Wage,421a,0,11,0,0,42,1,54,0,54,54,0
52667,Summit Ridge,Multifamily Finance Program,12/18/2014,03/31/2017,No,Non Prevailing Wage,421a,0,12,45,0,0,1,58,0,58,58,0
52674,Genesis Year 15 Resyndication,Multifamily Finance Program,06/25/2015,07/30/2018,No,Non Prevailing Wage,420c,0,28,324,0,0,6,358,0,358,358,0
52701,YWCA OF BROOKLYN (LOAN II),Multifamily Finance Program,01/29/2016,06/24/2020,No,Non Prevailing Wage,,0,87,128,0,0,0,215,0,215,215,0
52721,Morrisania Portfolio,Multifamily Finance Program,12/18/2014,12/17/2015,No,Non Prevailing Wage,Article XI,545,72,39,9,0,11,668,8,676,676,0
52722,Our Lady of Lourdes,Multifamily Finance Program,08/18/2015,06/29/2018,No,Non Prevailing Wage,420c,8,30,37,0,0,1,76,0,76,76,0
52723,Prospect Plaza - Site 2,Multifamily Finance Program,12/29/2014,01/18/2017,No,Prevailing Wage,420c,62,10,76,0,0,1,149,0,149,149,0
52724,PUTNAM,Multifamily Finance Program,06/24/2016,06/24/2016,Yes,Non Prevailing Wage,420c,0,30,68,0,19,1,118,0,118,118,0
52725,Franklin,Multifamily Finance Program,11/20/2015,01/02/2018,No,Non Prevailing Wage,420c,0,0,80,0,17,0,97,0,97,97,0
52728,SCATTERED SITES LP.YR15.FY22,Multifamily Finance Program,05/20/2022,05/23/2023,No,Non Prevailing Wage,420c,16,24,13,0,0,2,55,0,55,55,8
52733,HCCI 2,Multifamily Finance Program,12/04/2014,07/12/2017,No,Non Prevailing Wage,Article XI,0,0,220,171,0,8,399,0,399,399,0
52734,Tremont Anthony,Multifamily Finance Program,06/13/2016,06/13/2016,No,Non Prevailing Wage,420c,0,9,15,0,8,0,32,0,32,32,0
52735,HELP DUMONT LLC.YR15.FY17,Multifamily Finance Program,03/22/2017,01/31/2018,No,Non Prevailing Wage,420c,23,121,4,1,0,1,150,0,150,150,0
52737,FAC RENAISSANCE HDFC,Multifamily Finance Program,06/15/2016,03/13/2020,No,Non Prevailing Wage,420c,0,50,30,1,0,1,82,0,82,82,0
52741,Walton Heights Apartments,Multifamily Finance Program,06/05/2015,06/05/2015,Yes,Non Prevailing Wage,420c,0,14,45,0,20,0,79,0,79,79,0
52752,Urban Strategies Apts,Multifamily Finance Program,06/26/2015,11/15/2018,No,Non Prevailing Wage,420c,0,11,112,0,0,3,126,0,126,126,0
52756,PACC ABCCD RESYNDICATION,Multifamily Finance Program,06/25/2015,06/23/2017,No,Non Prevailing Wage,420c,0,0,492,0,0,0,492,0,492,492,0
52757,BEC Phase 1,Multifamily Finance Program,10/07/2015,03/26/2019,No,Non Prevailing Wage,420c,0,31,176,0,0,5,212,0,212,212,0
52758,CSH,Multifamily Finance Program,12/30/2015,08/02/2022,No,Non Prevailing Wage,420c,0,50,259,0,50,0,359,0,359,359,0
52774,JAMAICA CROSSING (HIGH-RISE),Multifamily Finance Program,12/22/2016,12/13/2021,No,Non Prevailing Wage,Article XI,0,0,90,0,448,1,539,0,539,539,0
52775,JAMAICA CROSSING (MID-RISE),Multifamily Finance Program,12/22/2016,12/13/2021,No,Non Prevailing Wage,Article XI,0,26,78,25,0,1,130,0,130,130,0
52782,Pitkin Berriman,Multifamily Finance Program,10/30/2015,04/27/2018,No,Non Prevailing Wage,420c,8,16,35,0,0,1,60,0,60,60,0
52783,ST. AUGUSTINE APARTMENTS,Multifamily Finance Program,08/13/2015,08/24/2018,No,Non Prevailing Wage,Article XI,35,12,64,0,0,1,112,0,112,112,0
52788,86 Fleet Place,Multifamily Incentives Program,04/01/2015,04/11/2018,No,Non Prevailing Wage,421a,0,0,29,0,0,0,29,0,29,440,0
52789,210 Livingston Street,Multifamily Incentives Program,12/02/2015,06/20/2019,No,Non Prevailing Wage,421a,0,0,74,0,0,0,74,0,74,368,0
52790,125 Metropolitan Avenue,Multifamily Incentives Program,09/16/2015,09/18/2018,No,Non Prevailing Wage,421a,0,0,15,0,0,0,15,0,15,75,0
52795,WIN. 21 WEST 118TH STREET,Multifamily Finance Program,11/02/2015,12/20/2017,No,Non Prevailing Wage,420c,34,0,0,0,0,1,35,0,35,35,0
52798,BRC. 233 LANDING ROAD,Multifamily Finance Program,06/30/2015,02/08/2018,No,Non Prevailing Wage,420c,0,118,17,0,0,1,136,0,136,136,0
52827,2609 Briggs Realty LLC,Multifamily Finance Program,12/03/2015,11/27/2017,No,Non Prevailing Wage,J-51 Enriched,2,0,51,2,0,0,55,0,55,55,0
52838,CONFIDENTIAL,Homeowner Assistance Program,07/01/2014,07/01/2014,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
52852,G&M Properties Phase II,Multifamily Finance Program,05/05/2015,10/02/2017,No,Non Prevailing Wage,420c,0,0,181,0,0,0,181,0,181,181,0
52878,CONFIDENTIAL,Homeowner Assistance Program,08/22/2014,12/08/2014,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
52888,2636 University LLC,Multifamily Finance Program,12/03/2015,05/07/2018,No,Non Prevailing Wage,J-51 Enriched,1,3,24,2,0,0,30,0,30,30,0
52893,PROSPECT PLAZA - SITE 3,Multifamily Finance Program,03/22/2016,05/04/2018,No,Non Prevailing Wage,420c,27,19,88,0,0,1,135,0,135,135,0
52898,277 Gates Avenue,Multifamily Finance Program,05/22/2015,05/25/2015,No,Non Prevailing Wage,Article XI,0,0,26,9,0,0,35,0,35,35,0
52937,Arker.34-11 Beach Channel Drive,Multifamily Finance Program,06/25/2015,08/20/2018,No,Prevailing Wage,420c,153,0,0,0,0,1,154,0,154,154,153
52947,CONFIDENTIAL,Homeowner Assistance Program,01/28/2014,01/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52979,SUS. 1434 UNDERCLIFF AVE,Multifamily Finance Program,06/30/2016,12/06/2018,No,Prevailing Wage,420c,45,0,29,0,0,1,75,0,75,75,0
52981,CONFIDENTIAL,Homeowner Assistance Program,07/09/2014,07/09/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52984,CONFIDENTIAL,Homeowner Assistance Program,07/17/2014,07/17/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52985,788 FOX STREET HDFC.HUDMF.FY17,Multifamily Finance Program,02/22/2017,01/11/2018,No,Prevailing Wage,,40,9,3,0,0,0,52,0,52,52,0
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,Multifamily Finance Program,06/29/2018,06/27/2022,No,Prevailing Wage,Article XI,30,28,6,0,0,1,65,0,65,65,0
52989,635 4TH AVENUE,Multifamily Incentives Program,01/18/2017,07/12/2018,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,91,0
52999,HANAC. 54-25 101 ST. CORONA SENIOR RESIDENCE,Multifamily Finance Program,08/05/2016,08/23/2018,No,Prevailing Wage,420c,67,0,0,0,0,1,68,0,68,68,67
53003,CONFIDENTIAL,Homeowner Assistance Program,09/03/2014,10/14/2014,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,1
53006,7 West 21st Street,Multifamily Incentives Program,05/14/2015,05/23/2017,No,Non Prevailing Wage,421a,0,0,58,0,0,0,58,0,58,289,0
53010,BSDC 233 STUYVESANT AVE HDFC.PLP.FY18,Multifamily Finance Program,07/25/2018,06/18/2020,No,Non Prevailing Wage,Article XI,2,0,1,5,0,0,8,0,8,8,0
53011,Sumpter Marcus LP II,Multifamily Finance Program,07/14/2015,05/22/2019,No,Non Prevailing Wage,Article XI,0,0,49,0,0,0,49,0,49,49,0
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,Small Homes Program,06/27/2016,05/28/2019,No,Non Prevailing Wage,UDAAP,0,0,0,56,54,0,27,83,110,110,0
53033,CONFIDENTIAL,Homeowner Assistance Program,07/24/2014,07/24/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53050,911 Longwood/ 993 Intervale,Multifamily Finance Program,06/29/2015,06/29/2015,Yes,Non Prevailing Wage,Article XI,0,0,41,0,0,0,41,0,41,41,0
53056,CONFIDENTIAL,Homeowner Assistance Program,07/28/2014,07/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53064,CONFIDENTIAL,Homeowner Assistance Program,09/29/2014,12/01/2014,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
53077,"CLAYTON APARTMENTS, INC. 8-A LOAN",Multifamily Finance Program,12/30/2015,06/19/2017,No,Non Prevailing Wage,,0,36,125,0,0,0,0,161,161,161,0
53106,CONFIDENTIAL,Homeowner Assistance Program,08/01/2014,08/01/2014,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
53107,CONFIDENTIAL,Homeowner Assistance Program,08/07/2014,08/07/2014,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
